"accepted_pattern_ref","job_external_ref","employee_sample_refs","pattern_title","job_family","modeled_experience_years","modeled_languages","modeled_education","modeled_certifications","modeled_core_skills","modeled_preferred_skills","modeled_portfolio_assets","modeled_project_keywords","derivation_reason","source_confidence","review_status"
"ACP-JOBUSREDWOODBE001-12","JOB-US-REDWOOD-BE-001","EMP-JOBUSREDWOODBE001-02|EMP-JOBUSREDWOODBE001-03","Redwood FinTech Backend accepted candidate model 12","Backend","4","English:FLUENT","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Distributed Systems|Java|Spring Boot|MySQL|REST API","Security|Kubernetes|Kafka|Redis","GitHub","payment service reliability|distributed data service|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBUSREDWOODBE001-13","JOB-US-REDWOOD-BE-001","EMP-JOBUSREDWOODBE001-03|EMP-JOBUSREDWOODBE001-04","Redwood FinTech Backend accepted candidate model 13","Backend","5","English:FLUENT","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Java|Spring Boot|MySQL|REST API|Docker","Kubernetes|Kafka|Redis|CI/CD","GitHub|Portfolio","payment service reliability|high traffic API|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSREDWOODBE001-14","JOB-US-REDWOOD-BE-001","EMP-JOBUSREDWOODBE001-04|EMP-JOBUSREDWOODBE001-05","Redwood FinTech Backend accepted candidate model 14","Backend","6","English:FLUENT","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Spring Boot|MySQL|REST API|Docker|AWS","Kafka|Redis|CI/CD|Observability","GitHub|Portfolio","payment service reliability|event processing pipeline|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSREDWOODBE001-15","JOB-US-REDWOOD-BE-001","EMP-JOBUSREDWOODBE001-05|EMP-JOBUSREDWOODBE001-01","Redwood FinTech Backend accepted candidate model 15","Backend","7","English:FLUENT","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","MySQL|REST API|Docker|AWS|System Design","Redis|CI/CD|Observability|Terraform","GitHub|Portfolio","payment service reliability|cloud service backend|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBUSREDWOODBE001-16","JOB-US-REDWOOD-BE-001","EMP-JOBUSREDWOODBE001-01|EMP-JOBUSREDWOODBE001-02","Redwood FinTech Backend accepted candidate model 16","Backend","8","English:FLUENT","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","REST API|Docker|AWS|System Design|Distributed Systems","CI/CD|Observability|Terraform|GraphQL","GitHub","payment service reliability|distributed data service|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSREDWOODBE001-17","JOB-US-REDWOOD-BE-001","EMP-JOBUSREDWOODBE001-02|EMP-JOBUSREDWOODBE001-03","Redwood FinTech Backend accepted candidate model 17","Backend","4","English:FLUENT","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Docker|AWS|System Design|Distributed Systems|Java","Observability|Terraform|GraphQL|Security","GitHub|Portfolio","payment service reliability|high traffic API|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSREDWOODBE001-18","JOB-US-REDWOOD-BE-001","EMP-JOBUSREDWOODBE001-03|EMP-JOBUSREDWOODBE001-04","Redwood FinTech Backend accepted candidate model 18","Backend","5","English:FLUENT","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","AWS|System Design|Distributed Systems|Java|Spring Boot","Terraform|GraphQL|Security|Kubernetes","GitHub|Portfolio","payment service reliability|event processing pipeline|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBUSREDWOODBE001-19","JOB-US-REDWOOD-BE-001","EMP-JOBUSREDWOODBE001-04|EMP-JOBUSREDWOODBE001-05","Redwood FinTech Backend accepted candidate model 19","Backend","6","English:FLUENT","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","System Design|Distributed Systems|Java|Spring Boot|MySQL","GraphQL|Security|Kubernetes|Kafka","GitHub|Portfolio","payment service reliability|cloud service backend|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSREDWOODBE001-20","JOB-US-REDWOOD-BE-001","EMP-JOBUSREDWOODBE001-05|EMP-JOBUSREDWOODBE001-01","Redwood FinTech Backend accepted candidate model 20","Backend","7","English:FLUENT","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Distributed Systems|Java|Spring Boot|MySQL|REST API","Security|Kubernetes|Kafka|Redis","GitHub","payment service reliability|distributed data service|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSNORTHSTARBE001-01","JOB-US-NORTHSTAR-BE-001","EMP-JOBUSNORTHSTARBE001-01|EMP-JOBUSNORTHSTARBE001-02","Northstar Security Backend accepted candidate model 1","Backend","2","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","AWS|System Design|Distributed Systems|Java|Spring Boot","Terraform|GraphQL|Security|Kubernetes","GitHub|Portfolio","security automation backend|event processing pipeline|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSNORTHSTARBE001-02","JOB-US-NORTHSTAR-BE-001","EMP-JOBUSNORTHSTARBE001-02|EMP-JOBUSNORTHSTARBE001-03","Northstar Security Backend accepted candidate model 2","Backend","3","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","System Design|Distributed Systems|Java|Spring Boot|MySQL","GraphQL|Security|Kubernetes|Kafka","GitHub|Portfolio","security automation backend|cloud service backend|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSNORTHSTARBE001-03","JOB-US-NORTHSTAR-BE-001","EMP-JOBUSNORTHSTARBE001-03|EMP-JOBUSNORTHSTARBE001-04","Northstar Security Backend accepted candidate model 3","Backend","4","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Distributed Systems|Java|Spring Boot|MySQL|REST API","Security|Kubernetes|Kafka|Redis","GitHub|Portfolio","security automation backend|distributed data service|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBUSNORTHSTARBE001-04","JOB-US-NORTHSTAR-BE-001","EMP-JOBUSNORTHSTARBE001-04|EMP-JOBUSNORTHSTARBE001-05","Northstar Security Backend accepted candidate model 4","Backend","5","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Java|Spring Boot|MySQL|REST API|Docker","Kubernetes|Kafka|Redis|CI/CD","GitHub","security automation backend|high traffic API|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSNORTHSTARBE001-05","JOB-US-NORTHSTAR-BE-001","EMP-JOBUSNORTHSTARBE001-05|EMP-JOBUSNORTHSTARBE001-01","Northstar Security Backend accepted candidate model 5","Backend","6","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Spring Boot|MySQL|REST API|Docker|AWS","Kafka|Redis|CI/CD|Observability","GitHub|Portfolio","security automation backend|event processing pipeline|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSNORTHSTARBE001-06","JOB-US-NORTHSTAR-BE-001","EMP-JOBUSNORTHSTARBE001-01|EMP-JOBUSNORTHSTARBE001-02","Northstar Security Backend accepted candidate model 6","Backend","2","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","MySQL|REST API|Docker|AWS|System Design","Redis|CI/CD|Observability|Terraform","GitHub|Portfolio","security automation backend|cloud service backend|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBUSNORTHSTARBE001-07","JOB-US-NORTHSTAR-BE-001","EMP-JOBUSNORTHSTARBE001-02|EMP-JOBUSNORTHSTARBE001-03","Northstar Security Backend accepted candidate model 7","Backend","3","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","REST API|Docker|AWS|System Design|Distributed Systems","CI/CD|Observability|Terraform|GraphQL","GitHub|Portfolio","security automation backend|distributed data service|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSNORTHSTARBE001-08","JOB-US-NORTHSTAR-BE-001","EMP-JOBUSNORTHSTARBE001-03|EMP-JOBUSNORTHSTARBE001-04","Northstar Security Backend accepted candidate model 8","Backend","4","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Docker|AWS|System Design|Distributed Systems|Java","Observability|Terraform|GraphQL|Security","GitHub","security automation backend|high traffic API|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSNORTHSTARBE001-09","JOB-US-NORTHSTAR-BE-001","EMP-JOBUSNORTHSTARBE001-04|EMP-JOBUSNORTHSTARBE001-05","Northstar Security Backend accepted candidate model 9","Backend","5","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","AWS|System Design|Distributed Systems|Java|Spring Boot","Terraform|GraphQL|Security|Kubernetes","GitHub|Portfolio","security automation backend|event processing pipeline|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBUSNORTHSTARBE001-10","JOB-US-NORTHSTAR-BE-001","EMP-JOBUSNORTHSTARBE001-05|EMP-JOBUSNORTHSTARBE001-01","Northstar Security Backend accepted candidate model 10","Backend","6","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","System Design|Distributed Systems|Java|Spring Boot|MySQL","GraphQL|Security|Kubernetes|Kafka","GitHub|Portfolio","security automation backend|cloud service backend|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSNORTHSTARBE001-11","JOB-US-NORTHSTAR-BE-001","EMP-JOBUSNORTHSTARBE001-01|EMP-JOBUSNORTHSTARBE001-02","Northstar Security Backend accepted candidate model 11","Backend","2","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Distributed Systems|Java|Spring Boot|MySQL|REST API","Security|Kubernetes|Kafka|Redis","GitHub|Portfolio","security automation backend|distributed data service|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSNORTHSTARBE001-12","JOB-US-NORTHSTAR-BE-001","EMP-JOBUSNORTHSTARBE001-02|EMP-JOBUSNORTHSTARBE001-03","Northstar Security Backend accepted candidate model 12","Backend","3","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Java|Spring Boot|MySQL|REST API|Docker","Kubernetes|Kafka|Redis|CI/CD","GitHub","security automation backend|high traffic API|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBUSNORTHSTARBE001-13","JOB-US-NORTHSTAR-BE-001","EMP-JOBUSNORTHSTARBE001-03|EMP-JOBUSNORTHSTARBE001-04","Northstar Security Backend accepted candidate model 13","Backend","4","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Spring Boot|MySQL|REST API|Docker|AWS","Kafka|Redis|CI/CD|Observability","GitHub|Portfolio","security automation backend|event processing pipeline|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSNORTHSTARBE001-14","JOB-US-NORTHSTAR-BE-001","EMP-JOBUSNORTHSTARBE001-04|EMP-JOBUSNORTHSTARBE001-05","Northstar Security Backend accepted candidate model 14","Backend","5","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","MySQL|REST API|Docker|AWS|System Design","Redis|CI/CD|Observability|Terraform","GitHub|Portfolio","security automation backend|cloud service backend|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSNORTHSTARBE001-15","JOB-US-NORTHSTAR-BE-001","EMP-JOBUSNORTHSTARBE001-05|EMP-JOBUSNORTHSTARBE001-01","Northstar Security Backend accepted candidate model 15","Backend","6","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","REST API|Docker|AWS|System Design|Distributed Systems","CI/CD|Observability|Terraform|GraphQL","GitHub|Portfolio","security automation backend|distributed data service|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBUSNORTHSTARBE001-16","JOB-US-NORTHSTAR-BE-001","EMP-JOBUSNORTHSTARBE001-01|EMP-JOBUSNORTHSTARBE001-02","Northstar Security Backend accepted candidate model 16","Backend","2","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Docker|AWS|System Design|Distributed Systems|Java","Observability|Terraform|GraphQL|Security","GitHub","security automation backend|high traffic API|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSNORTHSTARBE001-17","JOB-US-NORTHSTAR-BE-001","EMP-JOBUSNORTHSTARBE001-02|EMP-JOBUSNORTHSTARBE001-03","Northstar Security Backend accepted candidate model 17","Backend","3","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","AWS|System Design|Distributed Systems|Java|Spring Boot","Terraform|GraphQL|Security|Kubernetes","GitHub|Portfolio","security automation backend|event processing pipeline|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSNORTHSTARBE001-18","JOB-US-NORTHSTAR-BE-001","EMP-JOBUSNORTHSTARBE001-03|EMP-JOBUSNORTHSTARBE001-04","Northstar Security Backend accepted candidate model 18","Backend","4","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","System Design|Distributed Systems|Java|Spring Boot|MySQL","GraphQL|Security|Kubernetes|Kafka","GitHub|Portfolio","security automation backend|cloud service backend|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBUSNORTHSTARBE001-19","JOB-US-NORTHSTAR-BE-001","EMP-JOBUSNORTHSTARBE001-04|EMP-JOBUSNORTHSTARBE001-05","Northstar Security Backend accepted candidate model 19","Backend","5","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Distributed Systems|Java|Spring Boot|MySQL|REST API","Security|Kubernetes|Kafka|Redis","GitHub|Portfolio","security automation backend|distributed data service|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSNORTHSTARBE001-20","JOB-US-NORTHSTAR-BE-001","EMP-JOBUSNORTHSTARBE001-05|EMP-JOBUSNORTHSTARBE001-01","Northstar Security Backend accepted candidate model 20","Backend","6","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Java|Spring Boot|MySQL|REST API|Docker","Kubernetes|Kafka|Redis|CI/CD","GitHub","security automation backend|high traffic API|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSSUMMITBE001-01","JOB-US-SUMMIT-BE-001","EMP-JOBUSSUMMITBE001-01|EMP-JOBUSSUMMITBE001-02","Summit Health AI Backend accepted candidate model 1","Backend","5","English:FLUENT","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","System Design|Distributed Systems|Java|Spring Boot|MySQL","GraphQL|Security|Kubernetes|Kafka","GitHub|Portfolio","health data API|cloud service backend|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSSUMMITBE001-02","JOB-US-SUMMIT-BE-001","EMP-JOBUSSUMMITBE001-02|EMP-JOBUSSUMMITBE001-03","Summit Health AI Backend accepted candidate model 2","Backend","6","English:FLUENT","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Distributed Systems|Java|Spring Boot|MySQL|REST API","Security|Kubernetes|Kafka|Redis","GitHub|Portfolio","health data API|distributed data service|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
